gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,0,0,35,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),47.46,1637.44,0
Male,0,0,0,5,1,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,0,Electronic check,95.27,467.36,1
Female,0,1,1,49,1,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Credit card (automatic),67.91,3197.27,0
Male,0,0,0,59,1,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,1,Electronic check,109.4,6730.57,1
Female,0,0,1,27,1,Yes,DSL,No,No,No,No,No,No,Two year,1,Bank transfer (automatic),82.09,2278.24,0
Female,0,1,0,9,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,51.27,449.29,1
Male,0,1,0,23,1,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),82.2,1854.2,0
Female,0,1,1,0,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),118.75,0.0,1
Female,1,1,1,15,1,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Two year,0,Electronic check,101.76,1568.32,0
Male,0,1,0,6,1,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,0,Mailed check,101.9,634.41,1
Female,0,0,0,39,1,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,0,Electronic check,107.33,4297.99,0
Male,0,1,0,70,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),34.91,2553.68,0
Female,0,1,0,69,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Bank transfer (automatic),118.75,8407.73,0
Male,0,0,0,44,1,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,0,Bank transfer (automatic),109.91,4702.54,1
Female,1,1,1,9,1,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,0,Credit card (automatic),88.0,782.38,1
Female,0,1,0,15,0,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,1,Electronic check,87.41,1342.94,1
Female,0,1,0,23,1,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,1,Mailed check,94.6,2094.55,0
Male,0,1,0,69,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,91.32,6130.8,0
Male,0,1,1,14,1,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,99.81,1464.7,0
Male,0,0,0,0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,43.61,0.0,1
Male,0,1,0,13,1,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,0,Credit card (automatic),91.39,1149.84,1
Female,0,0,0,22,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,72.14,1522.37,0
Female,0,1,0,4,1,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,1,Electronic check,118.22,494.74,1
Male,1,0,0,27,1,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,1,Mailed check,92.11,2486.66,0
Male,0,0,1,13,0,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,69.52,896.61,0
Male,0,0,0,12,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Electronic check,44.46,549.33,0
Female,0,1,1,44,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,83.74,3746.91,0
Male,0,0,1,16,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,0,Credit card (automatic),85.02,1368.22,0
Male,0,0,0,3,1,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),85.03,248.17,0
Female,0,0,0,4,1,No,Fiber optic,No,No,No,Yes,No,No,One year,1,Mailed check,83.78,336.97,0
Female,0,1,0,32,1,No,Fiber optic,No,No,No,No,Yes,No,Two year,1,Credit card (automatic),93.96,3018.84,0
Male,0,1,0,48,0,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,One year,1,Electronic check,91.6,4221.57,1
Female,0,1,0,33,1,Yes,DSL,No,Yes,No,No,No,No,Two year,1,Electronic check,78.19,2580.6,0
Male,0,1,0,66,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,92.01,6134.9,0
Female,0,0,1,19,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),27.51,534.76,0
Male,0,0,0,60,1,No,Fiber optic,No,No,No,Yes,No,No,One year,0,Bank transfer (automatic),86.61,5225.39,0
Male,1,0,1,4,1,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),90.29,363.33,0
Male,0,1,0,12,1,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,0,Bank transfer (automatic),96.31,1163.44,0
Male,0,1,0,2,1,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,32.96,64.41,0
Female,0,1,1,57,1,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,1,Electronic check,70.89,4192.55,1
Female,0,1,1,49,1,No,Fiber optic,Yes,No,No,Yes,No,No,One year,0,Credit card (automatic),101.07,5010.74,0
Female,0,0,0,35,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,37.94,1761.16,1
Female,1,1,0,17,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Bank transfer (automatic),59.91,1018.74,1
Male,0,0,0,32,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Electronic check,39.97,1233.83,1
Male,1,0,0,49,1,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,1,Electronic check,93.88,4443.71,1
Female,0,0,0,13,1,No,Fiber optic,No,No,No,No,No,Yes,Two year,1,Credit card (automatic),93.07,1205.08,0
Female,0,1,0,16,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,35.71,592.56,0
Female,0,1,0,13,0,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,1,Electronic check,72.98,912.8,0
Female,0,1,1,69,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Mailed check,114.86,7927.55,1
Female,0,1,0,3,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,39.92,114.25,1
Male,1,0,0,6,0,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,0,Bank transfer (automatic),73.16,455.28,0
Male,0,0,0,26,1,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,1,Credit card (automatic),81.4,2065.92,0
Male,1,1,0,9,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),92.36,818.88,1
Female,1,1,0,25,1,No,DSL,Yes,No,Yes,No,No,Yes,One year,1,Mailed check,84.43,2039.86,0
Female,1,0,1,60,1,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,1,Electronic check,109.61,1761.16,1
Female,0,1,0,6,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,0,Electronic check,115.14,683.44,0
Female,0,0,1,3,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,108.41,314.17,1
Male,0,0,1,16,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),97.23,1521.74,1
Male,0,0,0,1,0,No phone service,DSL,No,No,No,No,No,No,Two year,1,Credit card (automatic),55.85,56.88,0
Female,0,0,0,25,1,No,DSL,No,Yes,No,Yes,No,No,Two year,1,Electronic check,76.71,1988.18,0
Male,0,0,0,64,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Electronic check,19.6,1272.97,0
Male,0,0,1,9,1,Yes,DSL,No,No,Yes,No,No,No,One year,0,Electronic check,83.09,782.41,1
Female,1,0,0,1,1,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,96.43,93.98,1
Female,1,1,1,54,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,32.85,1749.34,0
Female,0,1,0,37,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Mailed check,112.3,4084.07,0
Female,0,0,0,6,1,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,0,Credit card (automatic),106.23,639.3,1
Female,0,1,0,9,0,No phone service,DSL,No,No,Yes,No,No,No,One year,1,Electronic check,54.53,501.22,0
Female,0,0,0,21,1,Yes,DSL,No,No,Yes,No,Yes,No,Two year,0,Electronic check,90.59,1847.57,0
Male,0,0,1,41,1,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,1,Bank transfer (automatic),101.87,4312.13,0
Male,0,0,0,48,1,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,1,Bank transfer (automatic),101.42,4789.68,0
Female,0,1,0,7,1,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Electronic check,34.86,243.11,0
Male,0,1,0,27,0,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,1,Credit card (automatic),96.85,2702.82,0
Female,0,1,0,15,1,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,1,Bank transfer (automatic),84.44,1244.79,0
Female,0,1,0,20,1,No,Fiber optic,No,No,No,No,Yes,Yes,One year,1,Mailed check,108.33,2203.48,0
Female,1,0,0,12,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Credit card (automatic),70.18,839.1,1
Female,0,0,0,51,0,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Electronic check,60.42,3011.61,0
Male,0,0,0,14,1,No,Fiber optic,No,Yes,No,No,No,No,One year,0,Electronic check,91.8,1278.5,1
Female,0,1,1,71,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,65.31,4757.21,0
Male,0,1,1,5,1,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Electronic check,86.17,438.09,1
Female,0,1,1,15,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),18.25,280.72,0
Female,0,1,0,48,1,No,Fiber optic,Yes,No,No,No,No,No,Two year,0,Mailed check,78.99,3720.86,0
Female,0,0,1,70,1,No,DSL,No,No,Yes,No,Yes,No,One year,1,Credit card (automatic),80.93,5818.38,0
Male,0,1,1,12,1,No,DSL,No,Yes,No,No,Yes,Yes,One year,0,Credit card (automatic),95.0,1129.14,0
Female,0,1,0,5,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Electronic check,24.45,122.7,0
Female,0,0,0,1,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,48.73,50.57,0
Female,0,0,0,0,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,0,Credit card (automatic),115.53,0.0,1
Male,0,1,0,51,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,0,Electronic check,89.88,4682.63,1
Male,0,0,1,25,1,No,Fiber optic,No,No,No,Yes,No,No,One year,1,Mailed check,89.42,2235.38,0
Male,0,1,0,41,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,38.77,1602.26,0
Female,1,1,1,2,0,No phone service,DSL,No,No,No,No,No,Yes,Two year,1,Credit card (automatic),69.91,143.38,0
Male,0,1,0,4,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Electronic check,45.39,172.56,0
Female,1,0,1,5,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),36.54,181.12,0
Male,0,1,0,55,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),99.64,5370.26,0
Male,1,1,1,70,1,No,DSL,No,No,No,Yes,No,No,Two year,1,Credit card (automatic),68.06,4647.75,0
Female,0,0,0,10,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Mailed check,105.12,1085.79,1
Male,0,1,1,17,1,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,1,Mailed check,79.66,1351.06,1
Female,1,1,1,1,1,No phone service,DSL,Yes,Yes,No,No,No,Yes,One year,1,Mailed check,88.74,84.75,0
Female,0,1,0,10,1,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,37.62,394.11,1
Male,0,1,1,38,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,98.9,3625.39,1
Female,0,0,0,58,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,0,Bank transfer (automatic),107.62,6200.48,0
Female,0,0,0,37,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,65.45,2453.57,0
Male,0,1,0,22,1,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,0,Bank transfer (automatic),104.24,2308.02,0
Male,0,1,0,3,0,No phone service,Fiber optic,No,No,No,No,No,No,Two year,1,Credit card (automatic),75.12,223.9,0
Female,1,0,0,12,1,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,90.82,1068.54,0
Male,0,1,0,2,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),111.72,224.98,0
Female,1,0,0,38,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,76.27,3001.3,0
Female,1,1,1,3,1,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,1,Bank transfer (automatic),115.06,336.2,1
Male,0,0,1,66,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Electronic check,48.17,3040.29,0
Male,0,0,1,32,1,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),82.72,2609.38,1
Male,0,0,0,69,1,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),93.52,6612.5,0
Male,0,1,0,58,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),106.78,6497.54,0
Female,0,0,0,34,1,No,Fiber optic,No,No,No,No,Yes,No,One year,0,Bank transfer (automatic),96.27,3322.58,0
Female,0,0,0,13,1,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,0,Credit card (automatic),87.55,1139.21,0
Male,0,0,0,43,1,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,81.25,3345.88,0
Male,0,1,0,5,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),73.69,362.6,1
Female,0,0,0,50,1,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,0,Mailed check,94.86,4532.72,0
Female,0,1,0,12,1,Yes,DSL,Yes,No,No,No,No,No,Two year,0,Credit card (automatic),78.9,939.25,0
Female,0,1,0,37,1,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,0,Credit card (automatic),84.0,3105.04,0
Female,0,0,1,49,1,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,0,Electronic check,100.4,4808.74,0
Male,0,1,0,2,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),96.52,184.74,0
Female,1,0,0,12,1,Yes,DSL,Yes,No,No,No,No,No,One year,0,Bank transfer (automatic),88.15,1050.08,0
Female,0,0,1,45,1,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,0,Mailed check,75.95,3578.72,0
Male,0,0,0,40,1,No,Fiber optic,No,No,No,Yes,No,Yes,One year,1,Electronic check,102.14,4012.83,0
Female,0,0,1,31,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,99.02,3012.55,1
Female,1,0,0,2,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,84.76,163.56,1
Male,0,1,1,32,0,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,1,Credit card (automatic),57.31,1844.18,0
Male,0,0,0,50,0,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,1,Credit card (automatic),77.01,3864.37,0
Male,1,1,0,5,1,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),100.91,498.81,1
Female,0,1,0,21,1,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,1,Bank transfer (automatic),114.55,2500.34,0
Female,0,0,0,21,1,No,Fiber optic,No,Yes,No,No,No,Yes,One year,0,Mailed check,103.49,2085.09,0
Male,0,1,0,36,1,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),33.05,1239.91,0
Male,1,1,0,42,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),46.71,1944.5,0
Female,0,0,0,19,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),110.74,2027.46,1
Male,0,1,1,7,1,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,1,Mailed check,117.25,825.97,1
Male,0,1,0,0,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,91.09,0.0,1
Male,0,1,0,53,1,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),89.6,4644.03,0
Female,0,0,0,59,1,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,1,Bank transfer (automatic),84.28,5140.11,0
Female,0,0,1,1,1,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),32.41,30.83,1
Female,0,0,1,5,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,36.32,178.85,1
Female,0,1,0,13,1,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,1,Mailed check,87.63,1182.24,0
Female,0,0,0,20,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,44.67,909.27,0
Female,0,0,1,47,0,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),86.86,3969.66,0
Male,0,1,0,57,1,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,1,Mailed check,113.26,6426.28,0
Female,0,1,1,10,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,101.99,996.24,1
Female,0,0,0,29,1,No,DSL,Yes,No,Yes,No,No,Yes,One year,0,Mailed check,82.91,2398.03,0
Male,0,0,0,39,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,47.76,1925.5,0
Female,0,0,0,52,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,0,Bank transfer (automatic),118.75,5897.46,0
Female,0,1,1,12,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,1,Credit card (automatic),103.43,1209.6,0
Male,0,0,1,70,1,No,Fiber optic,No,No,Yes,No,No,No,Two year,0,Mailed check,93.84,6260.96,0
Male,0,1,0,55,1,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,0,Credit card (automatic),105.62,6094.57,0
Male,0,1,0,59,1,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,0,Electronic check,94.79,5402.09,0
Female,1,1,0,49,1,No,DSL,Yes,Yes,No,No,Yes,No,One year,1,Bank transfer (automatic),83.92,4022.32,0
Male,0,0,0,2,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,18.87,39.07,0
Female,0,0,0,63,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,40.51,2555.08,0
Female,1,0,1,63,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,45.64,3003.08,0
Female,0,0,1,1,1,No,DSL,No,No,Yes,No,Yes,No,One year,0,Electronic check,81.41,82.14,1
Female,0,1,0,0,1,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Mailed check,106.17,0.0,0
Male,0,0,0,16,1,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,0,Credit card (automatic),101.82,1648.2,1
Male,0,0,0,69,1,No,Fiber optic,No,No,Yes,No,No,No,One year,0,Mailed check,90.63,6401.91,1
Female,0,1,0,7,1,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),92.68,633.74,1
Male,0,1,1,33,1,Yes,DSL,No,Yes,No,No,Yes,No,Two year,0,Bank transfer (automatic),88.29,2864.71,0
Female,0,1,0,27,1,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,1,Electronic check,85.22,2324.69,1
Female,0,1,0,1,1,No,DSL,No,No,No,Yes,No,Yes,Two year,0,Mailed check,85.17,88.24,0
Female,0,1,0,64,1,Yes,Fiber optic,No,No,Yes,No,No,No,One year,0,Credit card (automatic),105.79,6586.9,0
Male,1,1,0,21,1,No,DSL,No,No,Yes,No,No,Yes,Two year,1,Electronic check,81.36,1786.65,1
Female,0,0,0,14,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,45.62,635.33,0
Female,0,1,1,12,1,No,DSL,No,No,Yes,No,Yes,Yes,One year,0,Mailed check,84.24,973.98,0
Male,0,1,0,65,1,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,1,Mailed check,108.56,7318.85,0
Male,0,0,1,56,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),30.21,1764.13,0
Male,0,1,0,66,1,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Two year,0,Mailed check,97.13,6617.58,0
Male,0,0,1,66,1,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Credit card (automatic),73.07,4791.3,0
Female,0,0,1,64,1,No,DSL,No,Yes,No,Yes,No,No,Two year,1,Electronic check,73.27,4897.18,0
Male,0,1,1,20,1,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,92.85,1825.84,1
Female,0,1,1,18,1,Yes,DSL,No,No,No,No,No,Yes,One year,1,Credit card (automatic),86.43,1491.73,0
Male,0,1,0,0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,35.85,0.0,1
Male,1,1,0,21,1,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,0,Electronic check,87.68,1816.55,0
Male,1,1,0,39,0,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Mailed check,92.15,3702.06,0
Male,0,1,0,1,1,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,0,Credit card (automatic),112.17,114.58,1
Male,0,1,1,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),29.2,88.66,1
Male,0,0,0,6,1,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,0,Mailed check,85.14,495.13,0
Female,0,1,1,8,1,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Mailed check,114.16,940.67,1
Male,1,0,1,10,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),30.19,287.77,0
Male,0,1,1,32,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),23.35,726.22,0
Male,0,0,0,33,0,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,73.07,2423.12,0
Male,1,1,1,32,1,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,0,Bank transfer (automatic),87.58,2795.82,1
Female,1,0,0,58,1,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,0,Credit card (automatic),88.26,5216.61,0
Male,0,1,0,12,1,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,102.79,1269.63,1
Male,0,0,0,52,1,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),38.72,2086.93,0
Male,0,1,0,56,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,1,Mailed check,92.86,5441.91,0
Male,0,0,0,9,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,103.24,934.12,1
Female,0,1,0,16,1,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,1,Credit card (automatic),80.29,1294.99,0
Male,0,0,1,38,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),38.88,1486.4,0
Female,0,1,0,11,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,37.1,424.27,1
Male,0,1,1,5,0,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),74.47,382.49,1
Female,0,1,0,0,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,0,Mailed check,110.68,0.0,0
Female,0,1,0,15,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),116.52,1779.99,1
Male,0,0,0,12,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,95.95,1128.93,1
Male,0,0,0,63,1,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Mailed check,95.36,5807.18,1
Female,0,1,1,31,1,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,0,Electronic check,91.62,2711.64,0
Female,0,0,0,57,1,No,Fiber optic,Yes,No,No,Yes,No,No,One year,0,Bank transfer (automatic),93.52,5285.19,0
Male,0,0,0,50,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),109.6,5410.08,0
Female,0,0,0,62,1,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,0,Credit card (automatic),97.83,6222.34,0
Female,0,1,1,9,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),40.03,360.39,1
Female,0,1,0,33,1,Yes,Fiber optic,No,No,No,No,No,Yes,One year,1,Electronic check,102.63,3275.4,0
Male,0,0,0,44,1,No,Fiber optic,Yes,No,No,No,No,No,Two year,1,Mailed check,94.15,3976.1,0
Female,0,1,0,56,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,54.31,2913.48,0
Female,0,0,0,55,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),118.75,6216.33,0
Female,0,0,0,8,1,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,1,Electronic check,76.73,587.73,0
Male,0,1,0,18,1,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,0,Credit card (automatic),94.17,1738.08,0
Male,0,1,0,36,1,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,106.71,3946.62,1
